project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,5-room,Chinese,Blk 316A,#03:1,1,"$411,000 - $636,700"
Important notes,5-room,Indian/ Other Races,Blk 316A,#03:1,1,"$411,000 - $636,700"
Important notes,5-room,Malay,Blk 316A,#03:1,1,"$411,000 - $636,700"
