project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,Blk 207D,#04:1; #06:1,2,"$123,800 - $373,700"
Important notes,2-room Flexi,Indian/ Other Races,Blk 207D,#04:1; #06:1,2,"$123,800 - $373,700"
Important notes,2-room Flexi,Malay,Blk 207D,#04:1; #06:1,2,"$123,800 - $373,700"
