project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,Blk 353A,#15:1,1,"$75,000 - $224,000"
Important notes,2-room Flexi,Indian/ Other Races,Blk 353A,#15:1,1,"$75,000 - $224,000"
Important notes,2-room Flexi,Malay,Blk 353A,#15:1,1,"$75,000 - $224,000"
