flat_type,block,ethnicity,floor_data,price_range,project
4-room,Blk 40,Indian/ Other Races,#13:1,"$599,000 - $872,000",Important notes
4-room,Blk 40,Malay,#13:1,"$599,000 - $872,000",Important notes
