project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,"Blk 954C, Blk 954D",#05:1; #11:1,2,"$77,800 - $272,800"
Important notes,2-room Flexi,Indian/ Other Races,"Blk 954C, Blk 954D",#05:1; #11:1,2,"$77,800 - $272,800"
Important notes,2-room Flexi,Malay,"Blk 954C, Blk 954D",#05:1; #11:1,2,"$77,800 - $272,800"
