flat_type,block,ethnicity,floor_data,price_range,project
2-room Flexi,Blk 651C,Chinese,#05:1,"$107,000 - $301,900",Important notes
2-room Flexi,Blk 651C,Indian/ Other Races,#05:1,"$107,000 - $301,900",Important notes
2-room Flexi,Blk 651C,Malay,#05:1,"$107,000 - $301,900",Important notes
3-room,Blk 651C,Chinese,#17:1,"$238,000 - $507,400",Important notes
3-room,Blk 651C,Indian/ Other Races,#17:1,"$238,000 - $507,400",Important notes
3-room,Blk 651C,Malay,#17:1,"$238,000 - $507,400",Important notes
