project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,3-room,Chinese,Blk 275,#05:1,1,"$278,000 - $449,800"
Important notes,3-room,Malay,Blk 275,#05:1,1,"$278,000 - $449,800"
