flat_type,block,ethnicity,floor_data,price_range,project
4-room,Blk 259,Chinese,#15:1,"$519,000 - $835,600",Important notes
4-room,Blk 259,Indian/ Other Races,#15:1,"$519,000 - $835,600",Important notes
4-room,Blk 259,Malay,#15:1,"$519,000 - $835,600",Important notes
