project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,3-room,Chinese,"Blk 216A, Blk 216B",#02:1; #04:1,2,"$581,900 - $600,900"
Important notes,3-room,Indian/ Other Races,"Blk 216A, Blk 216B",#02:1; #04:1,2,"$581,900 - $600,900"
Important notes,3-room,Malay,"Blk 216A, Blk 216B",#02:1; #04:1,2,"$581,900 - $600,900"
Important notes,4-room,Chinese,"Blk 216A, Blk 216C",#06:1; #08:1,2,"$845,000 - $862,000"
Important notes,4-room,Indian/ Other Races,"Blk 216A, Blk 216C",#06:1; #08:1,2,"$845,000 - $862,000"
Important notes,4-room,Malay,"Blk 216A, Blk 216C",#06:1; #08:1,2,"$845,000 - $862,000"
