project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,5-room,Chinese,Blk 557,#02:1,1,"$541,000 - $784,800"
Important notes,5-room,Indian/ Other Races,Blk 557,#02:1,1,"$541,000 - $784,800"
Important notes,5-room,Malay,Blk 557,#02:1,1,"$541,000 - $784,800"
