project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Indian/ Other Races,Blk 364A,#15:1,1,"$85,200 - $152,900"
Important notes,2-room Flexi,Malay,Blk 364A,#15:1,1,"$85,200 - $152,900"
