flat_type,block,ethnicity,floor_data,price_range,project
2-room Flexi,Blk 364A,Indian/ Other Races,#15:1,"$85,200 - $152,900",Important notes
2-room Flexi,Blk 364A,Malay,#15:1,"$85,200 - $152,900",Important notes
