project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,4-room,Indian/ Other Races,Blk 116A,#17:1,1,"$319,000 - $895,900"
Important notes,4-room,Malay,Blk 116A,#17:1,1,"$319,000 - $895,900"
