project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,"Blk 182C, Blk 183C",#05:1; #06:2; #07:1; #08:1,5,"$72,100 - $227,100"
Important notes,2-room Flexi,Indian/ Other Races,"Blk 182C, Blk 183C",#05:1; #06:2; #07:1; #08:1,5,"$72,100 - $227,100"
Important notes,2-room Flexi,Malay,"Blk 182C, Blk 183C",#05:1; #06:2; #07:1; #08:1,5,"$72,100 - $227,100"
Important notes,4-room,Chinese,"Blk 181B, Blk 182C, Blk 183A",#03:1; #11:1; #12:1,3,"$446,100 - $526,800"
Important notes,4-room,Indian/ Other Races,"Blk 181B, Blk 182C, Blk 183A",#03:1; #11:1; #12:1,3,"$446,100 - $526,800"
Important notes,4-room,Malay,"Blk 181B, Blk 182C, Blk 183A",#03:1; #11:1; #12:1,3,"$446,100 - $526,800"
