project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,5-room,Chinese,Blk 334,#10:1,1,"$431,000 - $617,500"
Important notes,5-room,Indian/ Other Races,Blk 334,#10:1,1,"$431,000 - $617,500"
Important notes,5-room,Malay,Blk 334,#10:1,1,"$431,000 - $617,500"
