project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,4-room,Chinese,Blk 843,#02:1,1,"$269,000 - $519,400"
Important notes,4-room,Indian/ Other Races,Blk 843,#02:1,1,"$269,000 - $519,400"
Important notes,4-room,Malay,Blk 843,#02:1,1,"$269,000 - $519,400"
