Project Name,Remaining Lease,Probable Completion,2-room Flexi,3-room,4-room,5-room,Executive,Latitude,Longitude,Town,Mode of Sale,URL
Golden Lily,15 - 45 years,Keys available,2.0,,,,,1.36809411097208,103.960172610004,Pasir Ris,SBF,https://homes.hdb.gov.sg/home/sbf/details/2026-02_SBF_UFJDX04yQzlfMTc2OTQ3NzQwMDExNA
Changi Village Rd,54 years,Keys available,,1.0,,,,1.38843226604293,103.987295796543,Pasir Ris,SBF,https://homes.hdb.gov.sg/home/sbf/details/2026-02_SBF_UFJDX044QzFfMTc2ODUzNDIwMDAyNQ
Costa Ris,15 - 89 years,Keys available,1.0,,,,,1.36842293498041,103.947593701801,Pasir Ris,SBF,https://homes.hdb.gov.sg/home/sbf/details/2026-02_SBF_UFJDX041QzE5XzE3Njg1MzQyMDAwMzY
Pasir Ris Dr 6,63 years,Keys available,,,1.0,,,1.37223229490911,103.956642562999,Pasir Ris,SBF,https://homes.hdb.gov.sg/home/sbf/details/2026-02_SBF_UFJDX040QzhBXzE3Njg1MzQyMDAwNDE
Costa Riviera I & II - Standard,99 years,3Q/2028,,1.0,,,,1.37614854181203,103.949505700969,Pasir Ris,SBF,https://homes.hdb.gov.sg/home/sbf/details/2026-02_SBF_UFJDX041QzIxXzE3Njg1NDUwMDAwNDM
Pasir Ris St 51,67 years,Keys available,,,,1.0,,1.36960395983294,103.948526731563,Pasir Ris,SBF,https://homes.hdb.gov.sg/home/sbf/details/2026-02_SBF_UFJDX041QzNfMTc2ODUzNDIwMDAyOQ
Pasir Ris St 21 (1),68 years,Keys available,,,,,1.0,1.36937962217274,103.962044688258,Pasir Ris,SBF,https://homes.hdb.gov.sg/home/sbf/details/2026-02_SBF_UFJDX04yQzdfMTc2ODUzNDIwMDAzMA
Pasir Ris St 21 (2),67 years,Keys available,,,,,1.0,1.36937962217274,103.962044688258,Pasir Ris,SBF,https://homes.hdb.gov.sg/home/sbf/details/2026-02_SBF_UFJDX04yQzJfMTc2ODUzNDIwMDA0MQ
Costa Grove,15 - 99 years,Keys available,9.0,7.0,5.0,7.0,,1.3781392719931,103.947132250851,Pasir Ris,SBF,https://homes.hdb.gov.sg/home/sbf/details/2026-02_SBF_UFJDX041QzI2XzE3Njg1MzQyMDAwMzg
