Project Name,Remaining Lease,Probable Completion,2-room Flexi,Latitude,Longitude,Town,Mode of Sale,URL
Golden Kismis,15 - 45 years,Keys available,6,1.33815673585554,103.77196031647,Bukit Timah,SBF,https://homes.hdb.gov.sg/home/sbf/details/2026-02_SBF_QlRfTjFDNF8xNzY5NDA5MDAwMDc0
