Project Name,Remaining Lease,Probable Completion,3-room,4-room,Latitude,Longitude,Town,Mode of Sale,URL
Sin Ming Ville,47 years,Keys available,1.0,,1.35518696986305,103.836337992513,Bishan,SBF,https://homes.hdb.gov.sg/home/sbf/details/2026-02_SBF_QkhfTjNDM18xNzY4NDY5NDAwMTE1
Bishan View,59 years,Keys available,,1.0,1.34610070068315,103.847847191353,Bishan,SBF,https://homes.hdb.gov.sg/home/sbf/details/2026-02_SBF_QkhfTjFDNF8xNzY4NDY5NDAwMDkw
Bishan St 22,66 years,Keys available,,1.0,1.35742421107937,103.845230584681,Bishan,SBF,https://homes.hdb.gov.sg/home/sbf/details/2026-02_SBF_QkhfTjJDMTdfMTc2ODQ2OTQwMDE1OA
Bishan Towers,99 years,Keys available,1.0,3.0,1.34428135896918,103.856990983903,Bishan,SBF,https://homes.hdb.gov.sg/home/sbf/details/2026-02_SBF_QkhfTjFDMzZfMTc2ODQ2OTQwMDA5NQ
Sin Ming Residences,99 years,2Q/2027,2.0,13.0,1.35515239670147,103.839663746472,Bishan,SBF,https://homes.hdb.gov.sg/home/sbf/details/2026-02_SBF_QkhfTjNDNDJfMTc2ODQ2OTQwMDEyOA
Bishan Ridges,99 years,2Q/2026,2.0,5.0,1.35302163338987,103.852651512516,Bishan,SBF,https://homes.hdb.gov.sg/home/sbf/details/2026-02_SBF_QkhfTjFDMzVBXzE3Njg0Njk0MDAxMTQ
