project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,"Blk 125B, Blk 128B, Blk 129B",#04:3; #06:1,4,"$57,100 - $218,100"
Important notes,2-room Flexi,Indian/ Other Races,"Blk 125B, Blk 128B, Blk 129B",#04:3; #06:1,4,"$57,100 - $218,100"
Important notes,2-room Flexi,Malay,"Blk 125B, Blk 128B, Blk 129B",#04:3; #06:1,4,"$57,100 - $218,100"
