flat_type,block,ethnicity,floor_data,price_range,project
3-room,Blk 504,Chinese,#08:1,"$218,000 - $378,000",Important notes
3-room,Blk 504,Indian/ Other Races,#08:1,"$218,000 - $378,000",Important notes
3-room,Blk 504,Malay,#08:1,"$218,000 - $378,000",Important notes
4-room,Blk 510,Chinese,#06:1,"$254,000 - $501,200",Important notes
4-room,Blk 510,Indian/ Other Races,#06:1,"$254,000 - $501,200",Important notes
4-room,Blk 510,Malay,#06:1,"$254,000 - $501,200",Important notes
