project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,3-room,Chinese,Blk 536,#03:1,1,"$218,000 - $378,000"
Important notes,3-room,Indian/ Other Races,Blk 536,#03:1,1,"$218,000 - $378,000"
Important notes,3-room,Malay,Blk 536,#03:1,1,"$218,000 - $378,000"
