flat_type,block,ethnicity,floor_data,price_range,project
2-room Flexi,Blk 453A,Chinese,#19:1,"$79,300 - $231,000",Important notes
2-room Flexi,Blk 453A,Indian/ Other Races,#19:1,"$79,300 - $231,000",Important notes
2-room Flexi,Blk 453A,Malay,#19:1,"$79,300 - $231,000",Important notes
