project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,Blk 62B,#02:1; #16:1,2,"$102,200 - $237,300"
Important notes,2-room Flexi,Indian/ Other Races,Blk 62B,#02:1; #16:1,2,"$102,200 - $237,300"
Important notes,2-room Flexi,Malay,Blk 62B,#02:1; #16:1,2,"$102,200 - $237,300"
