flat_type,block,ethnicity,floor_data,price_range,project
2-room Flexi,Blk 62B,Chinese,#02:1; #16:1,"$102,200 - $237,300",Important notes
2-room Flexi,Blk 62B,Indian/ Other Races,#02:1; #16:1,"$102,200 - $237,300",Important notes
2-room Flexi,Blk 62B,Malay,#02:1; #16:1,"$102,200 - $237,300",Important notes
