project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,4-room,Chinese,Blk 641A,#10:1,1,"$349,000 - $631,800"
Important notes,4-room,Indian/ Other Races,Blk 641A,#10:1,1,"$349,000 - $631,800"
Important notes,4-room,Malay,Blk 641A,#10:1,1,"$349,000 - $631,800"
