project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,Blk 90,#11:1,1,"$102,900 - $184,600"
Important notes,2-room Flexi,Indian/ Other Races,Blk 90,#11:1,1,"$102,900 - $184,600"
Important notes,2-room Flexi,Malay,Blk 90,#11:1,1,"$102,900 - $184,600"
