flat_type,block,ethnicity,floor_data,price_range,project
2-room Flexi,Blk 90,Chinese,#11:1,"$102,900 - $184,600",Important notes
2-room Flexi,Blk 90,Indian/ Other Races,#11:1,"$102,900 - $184,600",Important notes
2-room Flexi,Blk 90,Malay,#11:1,"$102,900 - $184,600",Important notes
