flat_type,block,ethnicity,floor_data,price_range,project
2-room Flexi,Blk 327A,Chinese,#05:1; #11:1,"$55,900 - $129,500",Important notes
2-room Flexi,Blk 327A,Indian/ Other Races,#05:1; #11:1,"$55,900 - $129,500",Important notes
2-room Flexi,Blk 327A,Malay,#05:1; #11:1,"$55,900 - $129,500",Important notes
