flat_type,block,ethnicity,floor_data,price_range,project
4-room,Blk 224A,Chinese,#04:1,"$294,000 - $444,000",Important notes
4-room,Blk 224A,Indian/ Other Races,#04:1,"$294,000 - $444,000",Important notes
4-room,Blk 224A,Malay,#04:1,"$294,000 - $444,000",Important notes
