project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,3-room,Chinese,Blk 120B,#17:1,1,"$343,600 - $380,700"
Important notes,3-room,Indian/ Other Races,Blk 120B,#17:1,1,"$343,600 - $380,700"
Important notes,3-room,Malay,Blk 120B,#17:1,1,"$343,600 - $380,700"
