flat_type,block,ethnicity,floor_data,price_range,project
3-room,Blk 120B,Chinese,#17:1,"$343,600 - $380,700",Important notes
3-room,Blk 120B,Indian/ Other Races,#17:1,"$343,600 - $380,700",Important notes
3-room,Blk 120B,Malay,#17:1,"$343,600 - $380,700",Important notes
