flat_type,block,ethnicity,floor_data,price_range,project
2-room Flexi,Blk 424A,Chinese,#03:1; #11:1,"$59,200 - $191,000",Important notes
2-room Flexi,Blk 424A,Indian/ Other Races,#03:1; #11:1,"$59,200 - $191,000",Important notes
2-room Flexi,Blk 424A,Malay,#03:1; #11:1,"$59,200 - $191,000",Important notes
