flat_type,block,ethnicity,floor_data,price_range,project
3-room,Blk 45,Indian/ Other Races,#05:1,"$168,000 - $655,700",Important notes
3-room,Blk 45,Malay,#05:1,"$168,000 - $655,700",Important notes
