project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,5-room,Chinese,Blk 675B,#07:1,1,"$431,000 - $579,300"
Important notes,5-room,Indian/ Other Races,Blk 675B,#07:1,1,"$431,000 - $579,300"
Important notes,5-room,Malay,Blk 675B,#07:1,1,"$431,000 - $579,300"
