flat_type,block,ethnicity,floor_data,price_range,project
3-room,Blk 238B,Chinese,#10:1,"$337,900 - $391,100",Important notes
3-room,Blk 238B,Indian/ Other Races,#10:1,"$337,900 - $391,100",Important notes
3-room,Blk 238B,Malay,#10:1,"$337,900 - $391,100",Important notes
