project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,4-room,Chinese,Blk 416,#06:1,1,"$254,000 - $501,200"
Important notes,4-room,Indian/ Other Races,Blk 416,#06:1,1,"$254,000 - $501,200"
Important notes,4-room,Malay,Blk 416,#06:1,1,"$254,000 - $501,200"
