flat_type,block,ethnicity,floor_data,price_range,project
4-room,Blk 416,Chinese,#06:1,"$254,000 - $501,200",Important notes
4-room,Blk 416,Indian/ Other Races,#06:1,"$254,000 - $501,200",Important notes
4-room,Blk 416,Malay,#06:1,"$254,000 - $501,200",Important notes
