project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,Blk 50A,#02:1; #03:1; #04:1; #12:1,4,"$82,700 - $364,400"
Important notes,2-room Flexi,Indian/ Other Races,Blk 50A,#02:1; #03:1; #04:1; #12:1,4,"$82,700 - $364,400"
Important notes,2-room Flexi,Malay,Blk 50A,#02:1; #03:1; #04:1; #12:1,4,"$82,700 - $364,400"
Important notes,3-room,Chinese,"Blk 50A, Blk 50B, Blk 51A, Blk 52A",#02:3; #03:3; #04:4; #05:4; #06:3; #07:3; #08:3; #09:2; #10:3; #11:2; #12:2; #13:4; #14:4; #15:2; #16:1; #17:3; #18:1; #19:1; #20:1; #21:2; #23:2; #24:2; #25:2; #26:1; #27:1; #28:1; #29:1; #30:1; #31:1; #32:2; #34:1; #35:1; #38:1; #39:1; #40:2,71,"$458,700 - $584,400"
Important notes,3-room,Indian/ Other Races,"Blk 50A, Blk 50B, Blk 51A, Blk 52A",#02:3; #03:3; #04:4; #05:4; #06:3; #07:3; #08:3; #09:2; #10:3; #11:2; #12:2; #13:4; #14:4; #15:2; #16:1; #17:3; #18:1; #19:1; #20:1; #21:2; #23:2; #24:2; #25:2; #26:1; #27:1; #28:1; #29:1; #30:1; #31:1; #32:2; #34:1; #35:1; #38:1; #39:1; #40:2,71,"$458,700 - $584,400"
Important notes,3-room,Malay,"Blk 50A, Blk 50B, Blk 51A, Blk 52A",#02:3; #03:3; #04:4; #05:4; #06:3; #07:3; #08:3; #09:2; #10:3; #11:2; #12:2; #13:4; #14:4; #15:2; #16:1; #17:3; #18:1; #19:1; #20:1; #21:2; #23:2; #24:2; #25:2; #26:1; #27:1; #28:1; #29:1; #30:1; #31:1; #32:2; #34:1; #35:1; #38:1; #39:1; #40:2,71,"$458,700 - $584,400"
Important notes,4-room,Chinese,"Blk 50A, Blk 50B, Blk 51A, Blk 52A",#02:4; #03:4; #04:4; #05:4; #06:3; #07:3; #08:4; #09:3; #10:2; #11:1; #12:4; #13:1; #15:2; #16:2; #17:2; #18:1; #19:1; #20:1; #21:2; #22:2; #23:2; #24:1; #25:1; #26:1; #28:2; #30:2; #31:1; #33:1; #34:1; #35:2; #37:1; #38:1; #39:1,67,"$634,300 - $814,800"
Important notes,4-room,Indian/ Other Races,"Blk 50A, Blk 50B, Blk 51A, Blk 52A",#02:4; #03:4; #04:4; #05:4; #06:3; #07:3; #08:4; #09:3; #10:2; #11:1; #12:4; #13:1; #15:2; #16:2; #17:2; #18:1; #19:1; #20:1; #21:2; #22:2; #23:2; #24:1; #25:1; #26:1; #28:2; #30:2; #31:1; #33:1; #34:1; #35:2; #37:1; #38:1; #39:1,67,"$634,300 - $814,800"
Important notes,4-room,Malay,"Blk 50A, Blk 50B, Blk 51A, Blk 52A",#02:4; #03:4; #04:4; #05:4; #06:3; #07:3; #08:4; #09:3; #10:2; #11:1; #12:4; #13:1; #15:2; #16:2; #17:2; #18:1; #19:1; #20:1; #21:2; #22:2; #23:2; #24:1; #25:1; #26:1; #28:2; #30:2; #31:1; #33:1; #34:1; #35:2; #37:1; #38:1; #39:1,67,"$634,300 - $814,800"
