project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,4-room,Chinese,Blk 220B,#07:1; #08:1,2,"$475,600 - $479,300"
Important notes,4-room,Indian/ Other Races,Blk 220B,#07:1; #08:1,2,"$475,600 - $479,300"
Important notes,4-room,Malay,Blk 220B,#07:1; #08:1,2,"$475,600 - $479,300"
