project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,4-room,Indian/ Other Races,Blk 15,#12:1,1,"$269,000 - $526,800"
Important notes,4-room,Malay,Blk 15,#12:1,1,"$269,000 - $526,800"
