project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,"Blk 188C, Blk 188D",#04:1; #13:1,2,"$93,700 - $174,100"
Important notes,2-room Flexi,Indian/ Other Races,"Blk 188C, Blk 188D",#04:1; #13:1,2,"$93,700 - $174,100"
Important notes,2-room Flexi,Malay,"Blk 188C, Blk 188D",#04:1; #13:1,2,"$93,700 - $174,100"
