project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,Executive,Chinese,Blk 267,#07:1,1,"$730,000 - $760,000"
Important notes,Executive,Malay,Blk 267,#07:1,1,"$730,000 - $760,000"
