flat_type,block,ethnicity,floor_data,price_range,project
2-room Flexi,Blk 287A,Chinese,#08:1,"$57,700 - $103,600",Important notes
2-room Flexi,Blk 287A,Indian/ Other Races,#08:1,"$57,700 - $103,600",Important notes
2-room Flexi,Blk 287A,Malay,#08:1,"$57,700 - $103,600",Important notes
3-room,Blk 289B,Chinese,#13:1,"$353,000 - $401,400",Important notes
3-room,Blk 289B,Indian/ Other Races,#13:1,"$353,000 - $401,400",Important notes
3-room,Blk 289B,Malay,#13:1,"$353,000 - $401,400",Important notes
