flat_type,block,ethnicity,floor_data,price_range,project
2-room Flexi,Blk 55A,Chinese,#02:1; #30:1,"$112,700 - $401,600",Important notes
2-room Flexi,Blk 55A,Indian/ Other Races,#02:1; #30:1,"$112,700 - $401,600",Important notes
2-room Flexi,Blk 55A,Malay,#02:1; #30:1,"$112,700 - $401,600",Important notes
