flat_type,block,ethnicity,floor_data,price_range,project
4-room,Blk 538,Chinese,#08:1,"$269,000 - $519,400",Important notes
4-room,Blk 538,Indian/ Other Races,#08:1,"$269,000 - $519,400",Important notes
4-room,Blk 538,Malay,#08:1,"$269,000 - $519,400",Important notes
