flat_type,block,ethnicity,floor_data,price_range,project
4-room,Blk 82A,Indian/ Other Races,#12:1,"$419,000 - $895,100",Important notes
4-room,Blk 82A,Malay,#12:1,"$419,000 - $895,100",Important notes
