flat_type,block,ethnicity,floor_data,price_range,project
4-room,Blk 114,Chinese,#02:1,"$519,000 - $835,600",Important notes
4-room,Blk 114,Indian/ Other Races,#02:1,"$519,000 - $835,600",Important notes
4-room,Blk 114,Malay,#02:1,"$519,000 - $835,600",Important notes
