flat_type,block,ethnicity,floor_data,price_range,project
3-room,Blk 139,Chinese,#05:1,"$178,000 - $467,100",Important notes
3-room,Blk 139,Indian/ Other Races,#05:1,"$178,000 - $467,100",Important notes
3-room,Blk 139,Malay,#05:1,"$178,000 - $467,100",Important notes
