project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,4-room,Chinese,"Blk 450B, Blk 450C",#12:1; #21:1,2,"$434,000 - $464,000"
Important notes,4-room,Indian/ Other Races,"Blk 450B, Blk 450C",#12:1; #21:1,2,"$434,000 - $464,000"
Important notes,4-room,Malay,"Blk 450B, Blk 450C",#12:1; #21:1,2,"$434,000 - $464,000"
