flat_type,block,ethnicity,floor_data,price_range,project
4-room,Blk 450B,Chinese,#21:1,"$434,000 - $464,000",Important notes
4-room,Blk 450C,Chinese,#12:1,"$434,000 - $464,000",Important notes
4-room,Blk 450B,Indian/ Other Races,#21:1,"$434,000 - $464,000",Important notes
4-room,Blk 450C,Indian/ Other Races,#12:1,"$434,000 - $464,000",Important notes
4-room,Blk 450B,Malay,#21:1,"$434,000 - $464,000",Important notes
4-room,Blk 450C,Malay,#12:1,"$434,000 - $464,000",Important notes
