flat_type,block,ethnicity,floor_data,price_range,project
3-room,Blk 704,Chinese,#04:1,"$218,000 - $351,700",Important notes
3-room,Blk 704,Indian/ Other Races,#04:1,"$218,000 - $351,700",Important notes
3-room,Blk 704,Malay,#04:1,"$218,000 - $351,700",Important notes
