project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,Blk 307C,#15:1,1,"$86,300 - $154,800"
Important notes,2-room Flexi,Indian/ Other Races,Blk 307C,#15:1,1,"$86,300 - $154,800"
Important notes,2-room Flexi,Malay,Blk 307C,#15:1,1,"$86,300 - $154,800"
