project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,3-room,Chinese,Blk 191B,#13:1,1,"$331,600 - $397,200"
Important notes,3-room,Indian/ Other Races,Blk 191B,#13:1,1,"$331,600 - $397,200"
Important notes,4-room,Chinese,Blk 191B,#08:1,1,"$269,000 - $519,400"
Important notes,4-room,Indian/ Other Races,Blk 191B,#08:1,1,"$269,000 - $519,400"
Important notes,5-room,Chinese,"Blk 190A, Blk 192A",#24:1; #31:1,2,"$636,100 - $650,200"
Important notes,5-room,Indian/ Other Races,"Blk 190A, Blk 192A",#24:1; #31:1,2,"$636,100 - $650,200"
Important notes,5-room,Malay,"Blk 190A, Blk 192A",#24:1; #31:1,2,"$636,100 - $650,200"
