project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,4-room,Chinese,Blk 331,#05:1,1,"$329,000 - $548,500"
Important notes,4-room,Malay,Blk 331,#05:1,1,"$329,000 - $548,500"
