flat_type,block,ethnicity,floor_data,price_range,project
5-room,Blk 335A,Chinese,#05:1,"$411,000 - $636,700",Important notes
5-room,Blk 335A,Indian/ Other Races,#05:1,"$411,000 - $636,700",Important notes
5-room,Blk 335A,Malay,#05:1,"$411,000 - $636,700",Important notes
