flat_type,block,ethnicity,floor_data,price_range,project
3-room,Blk 205,Chinese,#12:1,"$218,000 - $378,000",Important notes
3-room,Blk 205,Indian/ Other Races,#12:1,"$218,000 - $378,000",Important notes
3-room,Blk 205,Malay,#12:1,"$218,000 - $378,000",Important notes
4-room,Blk 203,Chinese,#01:1,"$254,000 - $501,200",Important notes
4-room,Blk 203,Indian/ Other Races,#01:1,"$254,000 - $501,200",Important notes
4-room,Blk 203,Malay,#01:1,"$254,000 - $501,200",Important notes
