flat_type,block,ethnicity,floor_data,price_range,project
4-room,Blk 246,Chinese,#04:1,"$349,000 - $631,800",Important notes
4-room,Blk 246,Indian/ Other Races,#04:1,"$349,000 - $631,800",Important notes
4-room,Blk 246,Malay,#04:1,"$349,000 - $631,800",Important notes
