flat_type,block,ethnicity,floor_data,price_range,project
3-room,Blk 78C,Indian/ Other Races,#35:1,"$168,000 - $638,500",Important notes
3-room,Blk 78C,Malay,#35:1,"$168,000 - $638,500",Important notes
