flat_type,block,ethnicity,floor_data,price_range,project
2-room Flexi,Blk 476A,Chinese,#07:1; #08:1,"$46,400 - $84,500",Important notes
2-room Flexi,Blk 476A,Malay,#07:1; #08:1,"$46,400 - $84,500",Important notes
