project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,"Blk 16A, Blk 16B",#02:1; #04:2; #05:1; #07:2; #08:1; #09:2; #10:1; #11:1; #12:1; #13:1; #15:2; #16:2; #17:1; #18:1; #19:1; #20:1; #21:1; #22:1; #24:1,24,"$80,900 - $357,400"
Important notes,2-room Flexi,Indian/ Other Races,"Blk 16A, Blk 16B",#02:1; #04:2; #05:1; #07:2; #08:1; #09:2; #10:1; #11:1; #12:1; #13:1; #15:2; #16:2; #17:1; #18:1; #19:1; #20:1; #21:1; #22:1; #24:1,24,"$80,900 - $357,400"
Important notes,2-room Flexi,Malay,"Blk 16A, Blk 16B",#02:1; #04:2; #05:1; #07:2; #08:1; #09:2; #10:1; #11:1; #12:1; #13:1; #15:2; #16:2; #17:1; #18:1; #19:1; #20:1; #21:1; #22:1; #24:1,24,"$80,900 - $357,400"
Important notes,3-room,Chinese,"Blk 16A, Blk 16B, Blk 16D, Blk 18C",#02:1; #05:2; #06:1; #07:1; #08:1; #10:1; #14:2; #15:2; #17:1; #18:1; #23:1,14,"$462,700 - $532,900"
Important notes,3-room,Indian/ Other Races,"Blk 16A, Blk 16B, Blk 16D, Blk 18C",#02:1; #05:2; #06:1; #07:1; #08:1; #10:1; #14:2; #15:2; #17:1; #18:1; #23:1,14,"$462,700 - $532,900"
Important notes,3-room,Malay,"Blk 16A, Blk 16B, Blk 16D, Blk 18C",#02:1; #05:2; #06:1; #07:1; #08:1; #10:1; #14:2; #15:2; #17:1; #18:1; #23:1,14,"$462,700 - $532,900"
Important notes,4-room,Chinese,"Blk 16A, Blk 16B, Blk 16C, Blk 16D, Blk 18A, Blk 18B, Blk 18C",#02:6; #03:6; #04:3; #05:4; #06:3; #07:3; #08:4; #09:1; #10:4; #11:5; #12:2; #13:1; #14:1; #15:1; #16:5; #17:3; #18:2; #19:4; #20:1; #21:1; #22:1; #23:4; #24:3,68,"$620,900 - $760,500"
Important notes,4-room,Indian/ Other Races,"Blk 16A, Blk 16B, Blk 16C, Blk 16D, Blk 18A, Blk 18B, Blk 18C",#02:6; #03:6; #04:3; #05:4; #06:3; #07:3; #08:4; #09:1; #10:4; #11:5; #12:2; #13:1; #14:1; #15:1; #16:5; #17:3; #18:2; #19:4; #20:1; #21:1; #22:1; #23:4; #24:3,68,"$620,900 - $760,500"
Important notes,4-room,Malay,"Blk 16A, Blk 16B, Blk 16C, Blk 16D, Blk 18A, Blk 18B, Blk 18C",#02:6; #03:6; #04:3; #05:4; #06:3; #07:3; #08:4; #09:1; #10:4; #11:5; #12:2; #13:1; #14:1; #15:1; #16:5; #17:3; #18:2; #19:4; #20:1; #21:1; #22:1; #23:4; #24:3,68,"$620,900 - $760,500"
