flat_type,block,ethnicity,floor_data,price_range,project
4-room,Blk 663C,Chinese,#16:1,"$349,000 - $631,800",Important notes
4-room,Blk 663C,Indian/ Other Races,#16:1,"$349,000 - $631,800",Important notes
4-room,Blk 663C,Malay,#16:1,"$349,000 - $631,800",Important notes
