project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,"Blk 431B, Blk 431C, Blk 433B",#08:1; #11:1; #16:1; #21:1,4,"$77,700 - $240,000"
Important notes,2-room Flexi,Indian/ Other Races,"Blk 431B, Blk 431C, Blk 433B",#08:1; #11:1; #16:1; #21:1,4,"$77,700 - $240,000"
Important notes,2-room Flexi,Malay,"Blk 431B, Blk 431C, Blk 433B",#08:1; #11:1; #16:1; #21:1,4,"$77,700 - $240,000"
Important notes,5-room,Chinese,Blk 432B,#03:1,1,"$578,900 - $689,300"
Important notes,5-room,Indian/ Other Races,Blk 432B,#03:1,1,"$578,900 - $689,300"
Important notes,5-room,Malay,Blk 432B,#03:1,1,"$578,900 - $689,300"
