project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,2-room Flexi,Chinese,Blk 868C,#15:1,1,"$66,300 - $119,000"
Important notes,2-room Flexi,Indian/ Other Races,Blk 868C,#15:1,1,"$66,300 - $119,000"
